Alteration_Year,BBL,BIN,borough,Comfort Station,CNSTRCT_YR,DESCRIPTION,DOITT_ID,DOITT_Source,Demolition_Year,GISPROPNUM,GROUNDELEV,HEIGHTROOF,LOCATION,MaintBy,MaintBySpec,OMPPROPID,Parks_District,SYSTEM,multipolygon,Recreation_Center,FeatureStatus
,4051730006,,QN,FALSE,,Soccer Field Bleachers,,,,Q300,,,,,,Q300-ZN03,Q-07,Q300-ZN02-BLG0447,"MULTIPOLYGON (((-73.8175749912358 40.74555222276909, -73.81737638757751 40.74606689982005, -73.81742404725281 40.74607604710056, -73.81762241339065 40.74556280410253, -73.8175749912358 40.74555222276909)))",FALSE,Active
,4020180001,4558016,QN,FALSE,1964,FMCP-Fountain Of The Planets,515705,current,,Q099,3,12,,,,Q099-ZN16,Q-15,Q099-ZN16-BLG0392,"MULTIPOLYGON (((-73.83817197709193 40.74864161420907, -73.83816508288102 40.74864229971457, -73.83815833408246 40.748643567151944, -73.83815181243698 40.74864540042697, -73.83814560207084 40.74864777624462, -73.83813978001905 40.74865066589697, -73.83813441860015 40.748654032564964, -73.83812958659561 40.74865783312089, -73.83812534332098 40.74866202172233, -73.83812174100713 40.748666544412245, -73.83811882833915 40.748671344527175, -73.8381158450362 40.74867792484643, -73.83811360847758 40.74868467461005, -73.83811213772915 40.748691544317, -73.83811144001594 40.74869848444948, -73.83811152256524 40.74870544458933, -73.83811238313174 40.74871237430485, -73.83811401710182 40.74871922316124, -73.83811641157335 40.748725940711765, -73.83811955008548 40.74873247920639, -73.83812340907272 40.74873879088509, -73.8381279602289 40.74874482978204, -73.8381331716912 40.748750551727554, -73.83813900448565 40.74875591524336, -73.83814541726359 40.74876088154951, -73.83815236156308 40.74876541545797, -73.83815978892203 40.74876948178074, -73.83816764493834 40.74877305342612, -73.83817587165743 40.74877610329731, -73.83818440992994 40.74877860879846, -73.8381931982249 40.74878055273343, -73.83820033696365 40.74878108595662, -73.8382075068792 40.748780970857595, -73.83821460968821 40.74878020909938, -73.83822154234478 40.74877881314436, -73.83822820889449 40.74877680086792, -73.8382345145385 40.748774201853756, -73.83824037038313 40.74877105199736, -73.8382456934333 40.748767396207676, -73.83825040896512 40.74876328660921, -73.83825482348335 40.748757331447706, -73.8382585660748 40.74875111509573, -73.83826160939871 40.74874468163992, -73.83826393084617 40.74873807697442, -73.83826551491283 40.74873134700342, -73.83826635200818 40.74872454034088, -73.8382664337303 40.74871770380142, -73.83826575996127 40.74871088601229, -73.83826433650374 40.748704135609024, -73.83826217271465 40.74869750033169, -73.83825928505976 40.748691026129194, -73.83825569118696 40.74868475985275, -73.83825141940915 40.748678744766316, -73.83824649804177 40.748673023233536, -73.8382409625066 40.74866763672732, -73.83823485297061 40.74866262312542, -73.83822821079355 40.74865801670504, -73.8382210832553 40.74865385175186, -73.83821352120576 40.74865015535243, -73.83820557786053 40.748646955497094, -73.83819925902787 40.74864475118323, -73.83819265467818 40.74864309757863, -73.83818585001461 40.74864201551461, -73.83817892788977 40.74864151861517, -73.83817197709193 40.74864161420907)))",FALSE,Active
,4022090010,4541453,QN,FALSE,1939,FMCP-Meadow Lake-Boat&Bike Rental,190100,current,,Q099,2,21.27912223,"East side of Meadow Lake, south of Boathouse",,,Q099-ZN25,Q-15,Q099-ZN25-BLG0383,"MULTIPOLYGON (((-73.83863111120816 40.735610824231934, -73.83864029457979 40.735612681343014, -73.8386725816315 40.735520319012714, -73.83866405380384 40.73551859429692, -73.83860276871073 40.73550619845853, -73.83840068887349 40.735465323703885, -73.83836840028766 40.73555768595701, -73.8386098442707 40.73560652241306, -73.83863111120816 40.735610824231934)))",FALSE,Active
,,,QN,FALSE,,Grand Central Parkway Ext-Gas Station East-Fuel Pumps,,,,Q084A,,,,,,Q084A,Q-03,Q084A-BLG0327,"MULTIPOLYGON (((-73.86163849550285 40.764891391911625, -73.86156624834663 40.76492412133216, -73.861735562912 40.76514018023037, -73.86180780310194 40.76510745609924, -73.86163849550285 40.764891391911625)))",FALSE,Active
,4200129999,4596216,QN,FALSE,,Grand Central Parkway Ext-Gas Station East-Convenience Store,1192038,current,,Q084A,12,22,,,,Q084A,Q-03,Q084A-BLG0326,"MULTIPOLYGON (((-73.86185514156125 40.76539858402966, -73.86200251432977 40.76545214618569, -73.8620439811071 40.76538619152682, -73.86200527156004 40.76537212250394, -73.8620125142168 40.76536060471379, -73.86194723776148 40.765336880151565, -73.8619393450955 40.76534943273958, -73.86189595845015 40.76533366422503, -73.86185514156125 40.76539858402966)))",FALSE,Active
,4048540001,4109805,QN,FALSE,,Bowne Park Field House,133796,current,,Q006,92,21.54,"159 Street, 29 Avenue, 155 Street, 32 Avenue",,,Q006_temp,Q-07,Q006-BLG0322,"MULTIPOLYGON (((-73.80626580574179 40.77050886897519, -73.80636372045355 40.77051976489358, -73.80637485322427 40.77046194503719, -73.8063680376123 40.770461186163956, -73.80637300208201 40.770435400428205, -73.80640277479125 40.77043871388918, -73.80640778975513 40.77041266618962, -73.80637801705736 40.770409352729956, -73.80638446437159 40.77037586205898, -73.80639160678238 40.770376657500634, -73.80640191691593 40.77032310735567, -73.80630289300132 40.77031208713553, -73.8062915340984 40.770371080865274, -73.80629907791524 40.770371920211794, -73.80629384403645 40.77039910307617, -73.80626748270582 40.77039616903278, -73.80626262884289 40.77042137952718, -73.8062889901859 40.77042431267119, -73.80628353500701 40.770452646909376, -73.80627677504863 40.77045189442781, -73.80626580574179 40.77050886897519)))",FALSE,Active
,4080870001,4524345,QN,FALSE,,Alley Pond Park-Golf Center,,,,Q001,,,232-01 Northern Boulevard,,,Q001,Q-11,Q001-BLG0319,"MULTIPOLYGON (((-73.74847680943857 40.76465994927504, -73.74848299695498 40.76466612495791, -73.74854229627658 40.76463280413925, -73.74854297635989 40.764632422907766, -73.74860321134103 40.76460065297325, -73.74866968922287 40.76456790156518, -73.74867077137677 40.7645673690243, -73.7487497122484 40.76453149117916, -73.748804410711 40.76450835754168, -73.7488645453006 40.764484617079326, -73.74890459504469 40.76446975504398, -73.7489172084319 40.7644650746792, -73.74896392232613 40.764448709791054, -73.74901942493737 40.76443057652236, -73.74907037604659 40.76441494573046, -73.74912059905027 40.76440049209513, -73.74918246685381 40.76438411419065, -73.74923992465214 40.764370093188866, -73.74928229693893 40.764360538267205, -73.7493303716026 40.76435044102443, -73.7493716234863 40.76434245141627, -73.74935970027546 40.7643066293931, -73.74935646681132 40.76429691308372, -73.74935307523276 40.76428672546467, -73.74934705801091 40.76426864638643, -73.74929140959183 40.76427963756838, -73.74919905763181 40.76430008790761, -73.74914436693693 40.76431369437703, -73.74913144288683 40.7643169098646, -73.74907962974649 40.764330943106344, -73.74900659455747 40.7643523583813, -73.74896442251222 40.764365652546275, -73.74891774246721 40.76438122236007, -73.74891009843519 40.76438377214793, -73.7488682536237 40.76439853391808, -73.74882973647641 40.76441276982715, -73.74878166861654 40.764431392883644, -73.74875106993989 40.76444378918567, -73.74874405208831 40.764446741954515, -73.748708429021 40.76446172705356, -73.74868575938709 40.764471683146844, -73.74866404658988 40.764481358563636, -73.74864029461814 40.76449220649102, -73.74863319354385 40.764495554394436, -73.7486109280826 40.76450605165952, -73.74858870318981 40.76451678133978, -73.74857501129131 40.76452353048289, -73.74856257479021 40.764529660113325, -73.74854179163025 40.764540291173645, -73.74850719074273 40.76455836898413, -73.74847620363556 40.76457511561882, -73.74844482713296 40.76459272948436, -73.74842225338463 40.7646054980209, -73.74842676068583 40.76460999599387, -73.74843460834248 40.76461782863673, -73.74845531479376 40.76463849457552, -73.74847680943857 40.76465994927504)))",FALSE,Removed
,4080860001,4168634,QN,FALSE,,Alley Pond Park-Building,231717,,,Q001,,,,,,Q001,Q-11,Q001-BLG0318,"MULTIPOLYGON (((-73.74904185886004 40.76426187653729, -73.74924464413617 40.76421600676828, -73.74925410577634 40.7642138661427, -73.7492510487466 40.76420605208664, -73.74922055352401 40.76412811429867, -73.74896540230371 40.76418582957851, -73.74898715439944 40.76424142479688, -73.74903006016957 40.76423171984494, -73.74904185886004 40.76426187653729)))",FALSE,Inactive
,4159370001,4302093,QN,TRUE,,Rockaway Beach 67th St Building,,,,Q162B01,,,Along Boardwalk south of Beach Way,,,Q162B01,Q-14,Q162B01-BLG0317,"MULTIPOLYGON (((-73.79455529272167 40.587624251047465, -73.79453825018382 40.587576567449226, -73.79431216548961 40.58762258596051, -73.79433012556906 40.58767030995729, -73.79455529272167 40.587624251047465)))",FALSE,Inactive
,4074820263,4161004,QN,FALSE,1935,Alley Pond Park-Building,415904,current,,Q001,55,31,,,,Q001,Q-11,Q001-BLG0307,"MULTIPOLYGON (((-73.75991964851112 40.75954274076306, -73.7600118410307 40.7595223742568, -73.75999745389899 40.759484720155214, -73.76001142054807 40.75948163439411, -73.75999656062676 40.759442741108565, -73.75998573008043 40.75944513370699, -73.75996811079105 40.75939901799639, -73.75996510502462 40.75939115119812, -73.75996103750529 40.7593805050204, -73.75996064095824 40.7593794677093, -73.75995918432235 40.759379789757574, -73.75993092394329 40.75938603262444, -73.75989598721495 40.75939375010948, -73.75989966052747 40.759403364386145, -73.75992187523556 40.75946150696499, -73.75984051569918 40.759479480820595, -73.75984901558546 40.759501726682274, -73.75988765264107 40.759493191158164, -73.75989147846516 40.759503207379396, -73.75990352743025 40.75950054627628, -73.75991964851112 40.75954274076306)))",FALSE,Inactive
,4017870020,,QN,FALSE,,FMCP-Building,,,,Q099,,,,,,Q099,Q-15,Q099-BLG0306,"MULTIPOLYGON (((-73.8455450657508 40.75834351312876, -73.84556742611456 40.758476636132414, -73.84562829643559 40.75847072394759, -73.84560593713431 40.75833760185774, -73.8455450657508 40.75834351312876)))",FALSE,Inactive
,4017890065,4311981,QN,FALSE,1970,FMCP-Building,327025,current,,Q099,11,19.71103794,,,,Q099,Q-15,Q099-BLG0305,"MULTIPOLYGON (((-73.84266846751399 40.76364354747362, -73.84266329939977 40.763643885309406, -73.84267247374581 40.76372495054861, -73.84279361600758 40.763717024872804, -73.84279167391064 40.76369986398863, -73.84278444151524 40.76363595964318, -73.84266846751399 40.76364354747362)))",FALSE,Active
,4200009999,4616009,QN,FALSE,,Grand Central Parkway Ext-World's Fair Marina-Storage,461527,current,,Q084A,11,16.01,Grand Central Parkway @ 31 Dr,,,Q084A,Q-03,Q084A-BLG0304,"MULTIPOLYGON (((-73.85910698203224 40.76183821220526, -73.85923167982361 40.76195089992124, -73.85928604247736 40.76191612037022, -73.85928820915476 40.761914734437056, -73.85928463696521 40.761911506263985, -73.85916351133541 40.761802046781646, -73.85910698203224 40.76183821220526)))",FALSE,Active
,4200009999,4541458,QN,FALSE,1964,GCP Ext-World's Fair Marina-Restaurant,308033,current,,Q084A,11,24.62,,,,Q084A,Q-03,Q084A-BLG0303,"MULTIPOLYGON (((-73.857437300557 40.76112257763012, -73.85741907524122 40.76115026723771, -73.85745205140067 40.761162816970334, -73.8574453750844 40.761172959209404, -73.85767404023504 40.76128125489115, -73.85770199280076 40.761289865837156, -73.85794227533293 40.76136388587796, -73.85801825436907 40.7612484536696, -73.85777119845419 40.76113370815795, -73.8575156672129 40.76100351966497, -73.857437300557 40.76112257763012)))",FALSE,Active
,4010450001,4616480,QN,FALSE,,Park-Building,1268167,current,,Q393E,34,10.72926281,,,,Q393E,Q-03,Q393E-BLG0302,"MULTIPOLYGON (((-73.8875219688425 40.764715476841914, -73.88759119086517 40.76471027915017, -73.88758178604363 40.76463786398604, -73.88751057529402 40.764643210114656, -73.88751409096282 40.764670280920114, -73.88749581505265 40.76467165255377, -73.88749950842386 40.76470009500192, -73.88751977314796 40.76469857312404, -73.8875219688425 40.764715476841914)))",FALSE,Inactive
,4158880001,4000000,QN,FALSE,,Park Strip-Building,,,,Q162G01,,,,,,Q162G01,Q-14,Q162G01-BLG0299,"MULTIPOLYGON (((-73.78163151733497 40.59079053440422, -73.78163460610702 40.5907985702632, -73.78164313333636 40.590820751110904, -73.78172299342724 40.590802909432675, -73.7817139882804 40.59077948315629, -73.78171137739282 40.590772692734035, -73.78163151733497 40.59079053440422)))",FALSE,Inactive
,4159800002,4590828,QN,FALSE,2009,Rockaway Community Park-Building,141992,current,,Q371,7,18.99506848,,,,Q371,Q-14,Q371-BLG0293,"MULTIPOLYGON (((-73.78219485212685 40.601766982682804, -73.78209203428577 40.60182477437885, -73.78214862656732 40.60188326809941, -73.78225144563095 40.60182547635528, -73.78219485212685 40.601766982682804)))",FALSE,Active
,4159800002,4590826,QN,FALSE,2009,Rockaway Community Park-Building,1090273,current,,Q371,14,14.21809223,,,,Q371,Q-14,Q371-BLG0292,"MULTIPOLYGON (((-73.78167390751422 40.60199013126974, -73.78175142380792 40.602038460184644, -73.78181297872578 40.60198110376283, -73.78173546245415 40.601932774889164, -73.78167390751422 40.60199013126974)))",FALSE,Active
,4159800002,4590824,QN,FALSE,2009,Rockaway Community Park-Building,1084554,current,,Q371,14,12.01446246,,,,Q371,Q-14,Q371-BLG0291,"MULTIPOLYGON (((-73.78165686065057 40.601862365731364, -73.78168178710511 40.601877675181214, -73.7817824296585 40.601782478220386, -73.78175750439502 40.60176716969499, -73.78165686065057 40.601862365731364)))",FALSE,Active
,4160750001,,QN,FALSE,,Vernam Barbadoes Peninsula-Building,,,,Q472,,,,,,Q472,Q-14,Q472-BLG0284,"MULTIPOLYGON (((-73.80418454370867 40.5939513436595, -73.8041603745493 40.59395259022269, -73.80416258620937 40.59397749891269, -73.80410836626403 40.593980295381336, -73.8041095315169 40.593993430625055, -73.80418792182985 40.59398938669338, -73.80418454370867 40.5939513436595)))",FALSE,Inactive
,4015340001,4000000,QN,FALSE,,Clement Clarke Moore Homestead-Building,,,,Q361,,,,,,Q361,Q-04,Q361-BLG0282,"MULTIPOLYGON (((-73.8820446845618 40.74198369911877, -73.8822003519198 40.74196436965506, -73.88219491616397 40.74193902740727, -73.88216691310069 40.74180847465378, -73.88201122359881 40.7418278058507, -73.88204041371502 40.74196380162648, -73.8820446845618 40.74198369911877)))",FALSE,Inactive
,4020180001,4558008,QN,FALSE,1939,FMCP-Building,850311,current,,Q099,22,20,,,,Q099-18,Q-15,Q099-BLG0281,"MULTIPOLYGON (((-73.84915930272953 40.74096554878743, -73.84915189387405 40.74090999572159, -73.84904408038064 40.74091831383314, -73.84905148914919 40.74097386600536, -73.84915930272953 40.74096554878743)))",FALSE,Active
,4017560025,4043827,QN,FALSE,1928,Ps 143 Playground (louis Armstrong)-Building,109223,current,,Q415,24,49.42,,,,Q415,Q-03,Q415-BLG0279,"MULTIPOLYGON (((-73.85573910958318 40.75607262464166, -73.85573353182664 40.75607431421045, -73.85576624787528 40.75613677377901, -73.85580064346732 40.75612635655779, -73.85598781759218 40.75606966339476, -73.85625204286819 40.75598963132443, -73.85619944257024 40.75588921324003, -73.85625425171284 40.75587261237244, -73.85626252605421 40.75588840677374, -73.85640392081926 40.75584557943256, -73.8563707384669 40.75578223246275, -73.85634753530856 40.755789260798636, -73.85633687277162 40.755768905961816, -73.85635910186807 40.7557621726801, -73.85625582498216 40.755565008541026, -73.85622876833277 40.75557320360336, -73.85621661753449 40.75555000669986, -73.85624583439447 40.7555411569664, -73.8562433660281 40.75553644243625, -73.85621151781802 40.75547564281407, -73.8561167123818 40.75550435865325, -73.85612371884677 40.75551773542294, -73.85607664906861 40.755531992875405, -73.85607086794566 40.75552095534862, -73.8557365489929 40.755622216935684, -73.85553151106424 40.7556843209466, -73.85556266530321 40.755743799742994, -73.85556629491609 40.7557427011735, -73.85573910958318 40.75607262464166), (-73.85581753713407 40.755945429046754, -73.8558115528985 40.75594726039059, -73.8557967539397 40.75591929735079, -73.85580239926536 40.755917569141715, -73.85584731773793 40.755903824199315, -73.85579677747255 40.75580832257043, -73.85576442355537 40.7558182236555, -73.85574495289855 40.755824182239294, -73.85573031321731 40.75579651745748, -73.8557573725724 40.75578823696755, -73.85614827789102 40.75566861353262, -73.85622825753038 40.755819741817916, -73.85581753713407 40.755945429046754)))",FALSE,Inactive
,4020180001,4607536,QN,FALSE,1939,FMCP-Building,1192461,current,,Q099,28,12,,,,Q099,Q-15,Q099-BLG0278,"MULTIPOLYGON (((-73.85055395265408 40.74361922423215, -73.85060046428276 40.74365476009153, -73.85063537676778 40.743628327734264, -73.85058886513896 40.74359279188888, -73.85055395265408 40.74361922423215)))",FALSE,Active
,4051070200,4610234,QN,FALSE,1985,Kissena Corridor Park-Building,1247383,current,,Q300,19,15.01,,,,Q300,Q-07,Q300-BLG0277,"MULTIPOLYGON (((-73.82922067679269 40.75073899203268, -73.82925430931805 40.750792598680604, -73.82930485197515 40.750774259112085, -73.82927126919742 40.75072063454241, -73.82922067679269 40.75073899203268)))",FALSE,Active
,4028050031,,QN,FALSE,,Former Elmhurst Gas Tank Site-Building,,,,Q492,,,,,,Q492,Q-04,Q492-BLG0276,"MULTIPOLYGON (((-73.88500627990102 40.728886065506025, -73.88501212085443 40.728926978779896, -73.88501405186071 40.728940501856904, -73.8850810594385 40.72893496488086, -73.88507923368411 40.72892217852671, -73.88507328742313 40.72888052943495, -73.88500627990102 40.728886065506025)))",FALSE,Inactive
,4051070200,4610233,QN,FALSE,1985,Kissena Corridor Park-Building,1191918,current,,Q300,19,10.37,,,,Q300,Q-07,Q300-BLG0274,"MULTIPOLYGON (((-73.82966342118172 40.75101613315086, -73.82970255504709 40.751063491974406, -73.82975240961783 40.75103966710193, -73.829713282845 40.7509923047036, -73.82966342118172 40.75101613315086)))",FALSE,Active
,4051070200,,QN,FALSE,,Kissena Corridor Park-Building,,,,Q300,,,,,,Q300,Q-07,Q300-BLG0273,"MULTIPOLYGON (((-73.82830840596961 40.75088543885938, -73.82839576658267 40.750916859879936, -73.82844527375475 40.75083725311239, -73.82835791322047 40.75080583302953, -73.82830840596961 40.75088543885938)))",FALSE,Inactive
,4051070200,,QN,FALSE,,Kissena Corridor Park-Building,,,,Q300,,,,,,Q300,Q-07,Q300-BLG0272,"MULTIPOLYGON (((-73.82926511501438 40.750804842690286, -73.82932704819689 40.75090371835356, -73.82936822876786 40.750888800321405, -73.82930629553816 40.75078992468009, -73.82926511501438 40.750804842690286)))",FALSE,Removed
,4051070200,,QN,FALSE,,Kissena Corridor Park-Building,,,,Q300,,,,,,Q300,Q-07,Q300-BLG0271,"MULTIPOLYGON (((-73.8288364381998 40.75051864741849, -73.82888368163758 40.75053863954184, -73.82891718421246 40.75049285256928, -73.82886994079716 40.75047286045953, -73.8288364381998 40.75051864741849)))",FALSE,Active
,4017870020,4536844,QN,FALSE,,FMCP-Building,,,,Q099,,,,,,Q099,Q-15,Q099-BLG0270,"MULTIPOLYGON (((-73.84638031701388 40.75609557289032, -73.84642321272317 40.7561772889212, -73.84655448372703 40.75613744264282, -73.84655483450071 40.75613733594977, -73.8465514140995 40.756130820731244, -73.84651193865574 40.756055619967476, -73.84638031701388 40.75609557289032)))",FALSE,Inactive
,4017560025,4539661,QN,FALSE,,Ps 143 Playground (louis Armstrong)-Building,1078966,,,Q415,,,,,,Q415,Q-03,Q415-BLG0269,"MULTIPOLYGON (((-73.85544902454963 40.755156875465296, -73.85548031245311 40.755217913233444, -73.85564157016222 40.7551701139318, -73.85566906359053 40.755161964579564, -73.85565199212263 40.75512866046768, -73.85563777554036 40.75510092686225, -73.85544902454963 40.755156875465296)))",FALSE,Inactive
,4020181500,4050125,QN,FALSE,1939,NYCT - Corona Yard Substation,295759,current,,Q099,11,39.84,"Roosevelt Avenue, across from Citi Field",,,Q099,Q-15,Q099-BLG0268,"MULTIPOLYGON (((-73.84662850795867 40.75393612113715, -73.84663304195549 40.7539449584444, -73.8467298629202 40.754133707471105, -73.84694108344829 40.75407105099914, -73.84687545665535 40.753943116124624, -73.84683972913975 40.75387346485082, -73.84662850795867 40.75393612113715)))",FALSE,Active
,4020181500,4520750,QN,FALSE,1939,IRT - SubStation No. 28,934526,current,,Q099,10,38.3,"Roosevelt Avenue, across from Citi Field",,,Q099,Q-15,Q099-BLG0267,"MULTIPOLYGON (((-73.848213125364 40.7536083707302, -73.84826040238272 40.7536992635409, -73.84846681935076 40.75363717426763, -73.84841954209439 40.75354628154088, -73.848213125364 40.7536083707302)))",FALSE,Active
,4020180001,4558033,QN,FALSE,1939,FMCP-Building,1169266,current,,Q099,28,10.84,,,,Q099,Q-15,Q099-BLG0266,"MULTIPOLYGON (((-73.85041696524068 40.74330307791119, -73.85033042148618 40.74336482318305, -73.85037746331298 40.74340296499309, -73.85045587188434 40.743347024605065, -73.85047961215888 40.74333008715302, -73.85043256914102 40.743291945382715, -73.85041696524068 40.74330307791119)))",FALSE,Active
,4020180001,4000000,QN,FALSE,,FMCP-Building,,,,Q099,,,,,,Q099-ZN09,Q-15,Q099-BLG0265,"MULTIPOLYGON (((-73.8363654256164 40.751094322744265, -73.83646843620583 40.75122509123439, -73.83657465640313 40.751176701037686, -73.83647164568228 40.751045931741174, -73.8363654256164 40.751094322744265)))",FALSE,Inactive
,4051070200,,QN,FALSE,,Kissena Corridor Park-Building,,,,Q300,,,,,,Q300,Q-07,Q300-BLG0264,"MULTIPOLYGON (((-73.8285511176846 40.75111284715319, -73.828733935991 40.75117880034279, -73.82875215903809 40.75114958615573, -73.82856934198024 40.751083632096, -73.8285511176846 40.75111284715319)))",FALSE,Inactive
,4020180001,4558027,QN,FALSE,1939,FMCP-USTA Complex-Food Village Kiosk 2,1057219,current,,Q099,13,13.58,,,,Q099,Q-15,Q099-BLG0263,"MULTIPOLYGON (((-73.84568242923157 40.749899840993976, -73.84577037470149 40.74987135957121, -73.8457356311149 40.74980931221092, -73.8457154815102 40.74981583731485, -73.84570890143237 40.749804084984035, -73.8456286134514 40.749830085819596, -73.8456627590821 40.74989106530957, -73.84567525010209 40.749887019857056, -73.84568242923157 40.749899840993976)))",FALSE,Active
,4020180001,4558005,QN,FALSE,1939,FMCP-Building,1093062,current,,Q099,29,10.00137136,,,,Q099,Q-15,Q099-BLG0262,"MULTIPOLYGON (((-73.84905769912707 40.74684568214267, -73.84910247963249 40.74685155899929, -73.84911497772468 40.7467964724051, -73.84905697653555 40.74678886095995, -73.84888889508561 40.74676680235196, -73.84887403111475 40.74683231279664, -73.84897661750061 40.7468457757691, -73.84897898318036 40.74683535279263, -73.84905769912707 40.74684568214267)))",FALSE,Active
,4051070200,,QN,FALSE,,Kissena Corridor Park-Building,,,,Q300,,,,,,Q300,Q-07,Q300-BLG0260,"MULTIPOLYGON (((-73.82658501473232 40.75111553570404, -73.82654459614166 40.751129934296394, -73.82660871330224 40.75123402955031, -73.82679321283148 40.751168306229914, -73.82672888673001 40.75106387487441, -73.82669236759345 40.751076883597634, -73.826676427354 40.751052127172024, -73.82677233099493 40.751013382119794, -73.82674873155405 40.750975069650245, -73.82671249407922 40.75091623720726, -73.82645293015341 40.75100870136449, -73.826469272329 40.75103504151919, -73.82651437225968 40.75110773809357, -73.82657016460303 40.751091426568934, -73.82658501473232 40.75111553570404)))",FALSE,Inactive
,4017560025,4539662,QN,FALSE,,Ps 143 Playground (louis Armstrong)-Building,1085767,,,Q415,,,,,,Q415,Q-03,Q415-BLG0259,"MULTIPOLYGON (((-73.85581422112544 40.75513310772879, -73.85584657995157 40.75519355960743, -73.85602868945435 40.75513719052155, -73.85599633167452 40.75507673869502, -73.85581422112544 40.75513310772879)))",FALSE,Inactive
,4020180001,4607532,QN,FALSE,1939,FMCP-Building,1239898,current,,Q099,21,10,,,,Q099,Q-15,Q099-BLG0258,"MULTIPOLYGON (((-73.84997374797611 40.74580468803456, -73.84995987423372 40.74582748973108, -73.84997100415572 40.74586533816502, -73.85006346754487 40.74584961053298, -73.85005233639097 40.74581176120583, -73.85002654879031 40.74579570669561, -73.84997374797611 40.74580468803456)))",FALSE,Active
,4051070200,4449003,QN,FALSE,1985,Kissena Corridor Park-Queens Botantical Garden-Classroom Annex,1265878,current,,Q300,20,12.45,,,,Q300,Q-07,Q300-BLG0257,"MULTIPOLYGON (((-73.82947944396146 40.750781477732914, -73.8295534049211 40.75088716000604, -73.82963071581104 40.75085586827953, -73.82955675594758 40.75075018605728, -73.82947944396146 40.750781477732914)))",FALSE,Active
,4051070200,4518264,QN,FALSE,1985,Kissena Corridor Park-Building,1268043,current,,Q300,20,13.04,,,,Q300,Q-07,Q300-BLG0255,"MULTIPOLYGON (((-73.82976139974701 40.75087878400478, -73.82983745062548 40.75098378029374, -73.82991212323658 40.7509524997899, -73.8298360793855 40.75084750175925, -73.82976139974701 40.75087878400478)))",FALSE,Active
